eventid,iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
2.01E+11,2009,6,8,Assam,Guwahati,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,6,8,Kerala,,Facility/Infrastructure Attack,Educational Institution,Unknown,Sabotage Equipment
2.01E+11,2009,6,8,Chhattisgarh,Bijapur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,8,Chhattisgarh,Narayanpur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,8,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,6,8,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,6,9,Chhattisgarh,Bijapur,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,6,10,Chhattisgarh,Bijapur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,10,Jharkhand,West Singhbhum,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,12,Tamil Nadu,,Facility/Infrastructure Attack,Transportation,Unknown,Incendiary
2.01E+11,2009,6,12,Jharkhand,Bokaro,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,12,Manipur,Imphal,Facility/Infrastructure Attack,Police,Unknown,Incendiary
2.01E+11,2009,6,13,Kerala,Kannur,Armed Assault,Violent Political Party,Rashtriya Swayamsevak Sangh,Melee
2.01E+11,2009,6,13,Orissa,,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,13,Jharkhand,Khunti,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,14,Assam,Kokrajhar,Unknown,Terrorists/Non-State Militia,Unknown,Unknown
2.01E+11,2009,6,14,West Bengal,,Unknown,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,6,14,Orissa,Mayurbhanj,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,14,Orissa,Sambalpur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,15,Orissa,Sambalpur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,15,West Bengal,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,15,West Bengal,Lalgarh,Facility/Infrastructure Attack,Police,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,6,15,West Bengal,Lalgarh,Facility/Infrastructure Attack,Police,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,6,15,Jharkhand,Bokaro,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,15,Bihar,Gaya,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,15,Bihar,Gaya,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,15,Bihar,Gaya,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,15,West Bengal,Midnapore,Facility/Infrastructure Attack,Police,People's Committee against Police Atrocities (PCPA),Incendiary
2.01E+11,2009,6,15,West Bengal,Midnapore,Facility/Infrastructure Attack,Police,People's Committee against Police Atrocities (PCPA),Incendiary
2.01E+11,2009,6,15,West Bengal,Midnapore,Facility/Infrastructure Attack,Police,People's Committee against Police Atrocities (PCPA),Incendiary
2.01E+11,2009,6,15,West Bengal,Midnapore,Facility/Infrastructure Attack,Government (General),People's Committee against Police Atrocities (PCPA),Incendiary
2.01E+11,2009,6,16,Assam,North Cachar Hills,Armed Assault,Private Citizens & Property,Black Widows,Firearms
2.01E+11,2009,6,16,Jharkhand,Palamau,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,16,Nagaland,,Facility/Infrastructure Attack,Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Incendiary
2.01E+11,2009,6,16,West Bengal,,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,6,17,West Bengal,Lalgarh,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,17,Assam,Dhubri,Armed Assault,Private Citizens & Property,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2009,6,17,Assam,Guwahati,Armed Assault,Private Citizens & Property,Black Widows,Firearms
2.01E+11,2009,6,17,West Bengal,Lalgarh,Facility/Infrastructure Attack,Police,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,6,17,West Bengal,Lalgarh,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,6,17,West Bengal,Lalgarh,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,18,West Bengal,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2009,6,18,Orissa,Koraput,Bombing/Explosion,Police,Communist Party of India- Marxist-Leninist,Explosives/Bombs/Dynamite
2.01E+11,2009,6,19,Jammu and Kashmir,Srinagar,Bombing/Explosion,Private Citizens & Property,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.01E+11,2009,6,19,West Bengal,Lalgarh,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,19,Jammu and Kashmir,Srinagar,Bombing/Explosion,Tourists,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,6,19,Chhattisgarh,Bastar,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,20,Chhattisgarh,Dantewada,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,20,Manipur,,Unknown,Terrorists/Non-State Militia,Unknown,Unknown
2.01E+11,2009,6,20,Orissa,Malkangiri,Hijacking,Transportation,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,6,20,Orissa,Kandhamal,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,6,20,Chhattisgarh,Bijapur,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,22,West Bengal,Puruliya,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,6,23,Jharkhand,Khunti,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,6,23,Orissa,,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,6,23,Orissa,,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,6,23,Orissa,,Hijacking,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,6,23,Jharkhand,Palamau,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,23,Bihar,Aurangabad,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,23,Bihar,Gaya,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,23,Bihar,Lakhisarai,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,25,Orissa,Koraput,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,26,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Naga People,Incendiary
2.01E+11,2009,6,27,Orissa,Malkangiri,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,28,Assam,Haflong,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,7,2,West Bengal,Midnapore,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,3,Assam,Sonitpor,Unknown,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Unknown
2.01E+11,2009,7,3,Jammu and Kashmir,Kishtwar,Armed Assault,Private Citizens & Property,Hizbul Mujahideen (HM),Firearms
2.01E+11,2009,7,4,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,7,4,Punjab,Amritsar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,7,4,Punjab,Amritsar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,7,6,Orissa,Koraput,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2009,7,7,Jharkhand,Latehar,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,8,Jammu and Kashmir,Kulgam,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,7,8,Manipur,Imphal,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,7,8,Manipur,Imphal,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,7,9,Assam,Karbi Anglong,Armed Assault,Terrorists/Non-State Militia,National Democratic Front of Bodoland (NDFB),Firearms
2.01E+11,2009,7,9,Chhattisgarh,Bijapur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2009,7,10,Bihar,Bhojpur,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,7,10,Kerala,Ernakulam,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,7,10,Manipur,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,7,10,Orissa,Gajapati,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,7,10,West Bengal,Midnapore,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,7,11,Manipur,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,7,12,Chhattisgarh,Raj Nandgaon,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,12,Chhattisgarh,Raj Nandgaon,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,13,Assam,Sonitpor,Assassination,Military,National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite
2.01E+11,2009,7,13,Manipur,Imphal,Bombing/Explosion,Business,Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
2.01E+11,2009,7,13,West Bengal,Midnapore,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,13,West Bengal,Puruliya,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,13,West Bengal,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,15,Bihar,Gaya,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,7,15,West Bengal,Puruliya,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,15,West Bengal,Burdwan,Armed Assault,Government (General),Communist Party of India- Marxist-Leninist,Firearms
2.01E+11,2009,7,16,Orissa,Sundargarh,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,17,Orissa,Kandhamal,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,18,Assam,Lakhimpur,Facility/Infrastructure Attack,Private Citizens & Property,National Socialist Council of Nagaland-Khaplang (NSCN-K),Incendiary
2.01E+11,2009,7,18,Manipur,Imphal,Armed Assault,Business,Unknown,Firearms
2.01E+11,2009,7,18,West Bengal,Puruliya,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,21,Bihar,Gaya,Bombing/Explosion,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,22,Meghalaya,,Hostage Taking (Kidnapping),Business,Unknown,Unknown
2.01E+11,2009,7,22,West Bengal,Midnapore,Assassination,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,23,Assam,Chirang,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,7,23,Manipur,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,7,23,Nagaland,Wokha,Armed Assault,Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms
2.01E+11,2009,7,23,West Bengal,Midnapore,Facility/Infrastructure Attack,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Sabotage Equipment
2.01E+11,2009,7,24,Assam,Bongaigaon,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
2.01E+11,2009,7,24,Assam,Sonitpor,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown
2.01E+11,2009,7,24,West Bengal,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,7,26,Chhattisgarh,Dantewada,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,28,Bihar,Gaya,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,28,West Bengal,Jalpaiguri,Armed Assault,Private Citizens & Property,Communist Party of India- Marxist-Leninist,Melee
2.01E+11,2009,7,28,Orissa,Malkangiri,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,28,Orissa,Malkangiri,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,7,29,Bihar,Muzaffarpur,Assassination,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,29,Chhattisgarh,Bijapur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,29,Orissa,Keonjhar,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,30,Assam,Barpeta,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,7,30,Chhattisgarh,Bijapur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2009,7,30,West Bengal,Midnapore,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,7,30,West Bengal,Midnapore,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,7,30,West Bengal,Midnapore,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,7,30,West Bengal,Midnapore,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,7,31,Manipur,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,8,1,Jharkhand,Jamshedpur,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,8,1,West Bengal,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,1,West Bengal,Midnapore,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,2,Jammu and Kashmir,Doda,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,8,2,Manipur,Bishenpur,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,8,3,Jammu and Kashmir,Rajouri,Armed Assault,Private Citizens & Property,Unknown,Melee
2.01E+11,2009,8,3,West Bengal,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,4,Jharkhand,East Singhbhum,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,5,Orissa,Koraput,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,8,5,West Bengal,Midnapore,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,5,West Bengal,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,6,Manipur,Imphal,Armed Assault,Journalists & Media,Unknown,Firearms
2.01E+11,2009,8,8,Assam,Kamrup,Hostage Taking (Kidnapping),Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Unknown
2.01E+11,2009,8,9,Assam,Goalpara,Bombing/Explosion,Transportation,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2009,8,9,Manipur,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,8,9,West Bengal,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,10,West Bengal,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,11,Jharkhand,Dhanbad,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,17,Jharkhand,Gumla,Hostage Taking (Kidnapping),Business,Unknown,Unknown
2.01E+11,2009,8,18,Manipur,Imphal,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,8,19,West Bengal,Lalgarh,Unknown,Police,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,8,19,West Bengal,Midnapore,Armed Assault,Police,Unknown,Firearms
2.01E+11,2009,8,20,Orissa,Sundargarh,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,8,20,West Bengal,Midnapore,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,8,21,Assam,Kokrajhar,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
2.01E+11,2009,8,21,Manipur,Imphal,Bombing/Explosion,Business,Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
2.01E+11,2009,8,22,Bihar,Jamui,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,22,West Bengal,Midnapore,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,8,23,Uttarakhand,,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,8,24,Jharkhand,Palamau,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
